timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,R,y1,y2,yt
1757382696.4582727,0.000494032795514825,-0.0003629033992672202,-0.002001149940856067,0.0006718826184994336,-0.0019071084329066838,0.0012525551193894216,-0.005877949737020597,0.0007856300106502662,-0.09864787476590922,-0.09864787476581056,-0.09864787476581056,-0.09864787476581056
1757382698.9475095,0.0004924473146289713,-0.0003644392646241769,-0.001999028682937471,0.0006823257505165248,-0.0019091929574240798,0.0012604078189927623,-0.005885130349450282,0.0007894808648693064,-0.09721862612294183,-0.0972186261228446,-0.0972186261228446,-0.0972186261228446
1757382701.3096771,0.0004849306352183306,-0.0003664140543718218,-0.0020045251161755658,0.0006775068118185944,-0.0019088484008290933,0.0012618996854160429,-0.005882608490010182,0.0007912927065127315,-0.08931043418669977,-0.08931043418661046,-0.08931043418661046,-0.08931043418661046
1757382703.7041848,0.0004907113897968835,-0.00035326403737206394,-0.0020049459093016524,0.0006712439321888079,-0.0019118704274982972,0.0012478686165897795,-0.005876232929528079,0.0007898734428659111,-0.1030570208986405,-0.10305702089853742,-0.10305702089853742,-0.10305702089853742
1757382706.2342064,0.00048245937686371647,-0.00036698119524845,-0.002009029322559584,0.000672029890137225,-0.001905849964726102,0.0012509618052122167,-0.005870339022005334,0.000781200308464949,-0.08637115237395104,-0.08637115237386467,-0.08637115237386467,-0.08637115237386467
1757382708.526082,0.0004895261359662292,-0.0003672437210640787,-0.0020099076887836334,0.0006696815403366965,-0.00191099306458384,0.001254106111855364,-0.005875578662159877,0.0007817579837143605,-0.09124013520784705,-0.0912401352077558,-0.0912401352077558,-0.0912401352077558
1757382710.7633605,0.0004847431783772354,-0.0003639300020418288,-0.0020053863651247465,0.0006693766672779158,-0.0019101014157456118,0.0012575318183706899,-0.005872673545633739,0.0007942754686545095,-0.09042836786330412,-0.09042836786321368,-0.09042836786321368,-0.09042836786321368
1757382713.175663,0.0004883226259464103,-0.0003619288175007412,-0.002011115507179508,0.0006694176122317532,-0.0019153679543433679,0.0012488886786393796,-0.005886164071672386,0.0007911199376802791,-0.09420437269508808,-0.09420437269499386,-0.09420437269499386,-0.09420437269499386
1757382715.626811,0.0004808116214463233,-0.000366848384434869,-0.0020110509726102093,0.0006776948467252076,-0.0019125175412852869,0.0012463622881537593,-0.005882759973812633,0.0007944660963904501,-0.08547096674662469,-0.08547096674653921,-0.08547096674653921,-0.08547096674653921
1757382718.1750822,0.00048473306204886805,-0.0003599818568787826,-0.002003161321895575,0.000670978384184846,-0.001910441527285069,0.0012543781498210373,-0.005871756381575438,0.0007910501394848915,-0.09364419985599468,-0.09364419985590103,-0.09364419985590103,-0.09364419985590103
1757382722.8479476,0.0004895304850244131,-0.00036068514474982125,-0.0020059050287937106,0.0006722335760952535,-0.0019181018794367094,0.0012492649421428357,-0.005868338364071513,0.0007917640352843172,-0.09660950611974539,-0.09660950611964877,-0.09660950611964877,-0.09660950611964877
1757382726.6106937,0.0004894178281230724,-0.00035983500464154266,-0.002002535773857539,0.0006718074277592018,-0.0019150583964625404,0.0012569782918979248,-0.005876785557728465,0.0007944048182462128,-0.0973773677842219,-0.09737736778412452,-0.09737736778412452,-0.09737736778412452
1757382729.09147,0.0004903344250752381,-0.0003556003994159438,-0.0020047917830590062,0.0006696251296942449,-0.0019086534271401895,0.0012591388010120446,-0.005882905235397412,0.0007964773150760299,-0.10091176664775295,-0.10091176664765203,-0.10091176664765203,-0.10091176664765203
1757382731.9337697,0.0004941101317972368,-0.00036047024938792236,-0.0020100170977672633,0.0006769601972118207,-0.0019117934282916749,0.0012595556575506056,-0.005880650166228767,0.000794644899057559,-0.10025069631602496,-0.1002506963159247,-0.1002506963159247,-0.1002506963159247
1757382734.6469617,0.000487558279093973,-0.00036544264509980295,-0.0020030954430654765,0.0006771913891882157,-0.0019162425163463386,0.0012554455314303628,-0.005874864730055999,0.0007964795392023726,-0.09209990249986386,-0.09209990249977175,-0.09209990249977175,-0.09209990249977175
1757382737.0202563,0.00048698571949418266,-0.0003683034205401166,-0.002004719173307386,0.0006778142890031112,-0.0019119719921563913,0.001256215332106996,-0.005873188121016123,0.0007896383720305345,-0.08944295890939967,-0.08944295890931021,-0.08944295890931021,-0.08944295890931021
1757382738.8908927,0.0004813236290907949,-0.00036704599573715834,-0.002002678700095356,0.0006766011308316425,-0.0019090958817984424,0.001252730237021246,-0.005875759153760826,0.0007982557221377817,-0.08617718607763257,-0.08617718607754639,-0.08617718607754639,-0.08617718607754639
1757382741.6780913,0.00047915759216099913,-0.00036330298343686913,-0.002007851032445411,0.0006817596791493457,-0.0019123358355434593,0.001260888373234441,-0.005873745483750796,0.0007982321875570191,-0.0873654809101448,-0.08736548091005743,-0.08736548091005743,-0.08736548091005743
1757382744.057825,0.0004859171843135573,-0.00036413622110162517,-0.0020172785244466336,0.0006728624000415437,-0.0019211703357548285,0.0012660557653600825,-0.005886798050665334,0.0007932624779202761,-0.09058278987571912,-0.09058278987562852,-0.09058278987562852,-0.09058278987562852
1757382746.020047,0.000497327375795628,-0.0003627960810667749,-0.002011130833678531,0.0006735441762929588,-0.001911120524907776,0.0012673540631379784,-0.005874796316835813,0.0007944132385357132,-0.10057762918507551,-0.10057762918497493,-0.10057762918497493,-0.10057762918497493
1757382838.361454,0.0004930164765097886,-0.00035675031749392153,-0.0019997607419473254,0.0006763655466190219,-0.0019105815344429495,0.0012582037410130106,-0.0058681246115980445,0.0007918028821096162,-0.10296709524098714,-0.10296709524088417,-0.10296709524088417,-0.10296709524088417
1757382840.7769527,0.0004941262218459166,-0.00035094953074379405,-0.0019925250535833988,0.0006835446115461794,-0.0019063372704290853,0.001259150685447792,-0.005877066977862795,0.0007921691736308262,-0.10938031357341843,-0.10938031357330905,-0.10938031357330905,-0.10938031357330905
1757382843.128249,0.0004907037953209882,-0.0003613097396742731,-0.0020068935478049278,0.0006831795627916996,-0.0019073336581028845,0.0012558124817921743,-0.005880363556032783,0.0007795187828151246,-0.09775076580699027,-0.09775076580689251,-0.09775076580689251,-0.09775076580689251
1757382845.6571956,0.0004889058118999585,-0.00035713020038446053,-0.0020000900557753326,0.0006876474212906512,-0.001907329938225924,0.0012645740262429207,-0.005883499706377611,0.0007924650623916555,-0.10040485439399284,-0.10040485439389242,-0.10040485439389242,-0.10040485439389242
1757382848.2407064,0.0004900637008589073,-0.0003541908021280626,-0.0019919214991591778,0.0006874908420772441,-0.0019076343017665409,0.0012620334101674682,-0.0058831187819749055,0.0007889459334924536,-0.10416260772263715,-0.10416260772253298,-0.10416260772253298,-0.10416260772253298
1757382850.569297,0.0004927208581661752,-0.00035755957599735617,-0.0019898586083483467,0.0006802884525112372,-0.0019116865865256806,0.0012606870339093054,-0.0058808557548646325,0.0007833955854201879,-0.1032104173034021,-0.10321041730329887,-0.10321041730329887,-0.10321041730329887
1757382852.886249,0.0004933297664732408,-0.0003575650641672755,-0.0019904115220442846,0.0006802803671214374,-0.0019071298280864408,0.0012686084731225035,-0.005889363363752885,0.0007866281382965185,-0.1036268024765713,-0.10362680247646766,-0.10362680247646766,-0.10362680247646766
1757382855.3484504,0.0004993446838971783,-0.0003593632773325942,-0.0020033563706176013,0.000682704934492123,-0.0019056050308914492,0.0012680506955776447,-0.005885776156658255,0.0007834756730472745,-0.105994210767116,-0.10599421076701,-0.10599421076701,-0.10599421076701
1757382857.9044998,0.0004922650789678195,-0.00036118623961697914,-0.001995751299772401,0.0006759339956961209,-0.001909710757496324,0.001264637082165519,-0.005875853757367562,0.0007773319166624017,-0.09931589701492533,-0.099315897014826,-0.099315897014826,-0.099315897014826
1757382860.6446214,0.0004930941992500715,-0.0003605946880658173,-0.0019905466328410727,0.0006781090685246904,-0.0019075359097859427,0.0012643004182171262,-0.005874144727693613,0.0007806979204541903,-0.10095681111826976,-0.1009568111181688,-0.1009568111181688,-0.1009568111181688
1757382863.2782686,0.00048679790109239115,-0.0003545103062451902,-0.001997560121422464,0.0006756620118449007,-0.0019151221943723591,0.001263201878547997,-0.005876047839474098,0.0007801730091393626,-0.10007397241043776,-0.10007397241033768,-0.10007397241033768,-0.10007397241033768
1757382865.8317218,0.0004905362485949188,-0.0003577142540313564,-0.001997534241191132,0.0006786614689644479,-0.0019108589365704294,0.0012681751214501625,-0.00587962650654405,0.0007847932706929017,-0.10070872449662038,-0.10070872449651967,-0.10070872449651967,-0.10070872449651967
1757382868.4486341,0.0004851951941084601,-0.0003593741621107876,-0.001999506805177739,0.0006763546044069779,-0.0019151237618843825,0.0012666237193712992,-0.00588051571366206,0.0007859416741550085,-0.09509188135686224,-0.09509188135676713,-0.09509188135676713,-0.09509188135676713
1757382871.0810938,0.0004924045998743822,-0.00035828050629044375,-0.0019998574345347726,0.0006780538388038948,-0.0019186507435472542,0.0012682639144820222,-0.0058805454349679,0.0007821869144327461,-0.10147051658703227,-0.10147051658693079,-0.10147051658693079,-0.10147051658693079
1757382873.7950513,0.00048732479041819826,-0.0003620396202441683,-0.0019977966930866007,0.0006796416141701644,-0.0019126918187071492,0.0012660872724344736,-0.005868417010643307,0.000783531375195827,-0.09504585027435773,-0.09504585027426268,-0.09504585027426268,-0.09504585027426268
1757382876.38773,0.00048041237384575843,-0.0003591341014111077,-0.002000914986104361,0.0006818355926744922,-0.0019134944810334069,0.0012687677428244277,-0.005868107263903055,0.0007855313749071221,-0.09194160194652479,-0.09194160194643283,-0.09194160194643283,-0.09194160194643283
1757382878.9024878,0.00048467287968216626,-0.0003611388887646042,-0.0019982986491838147,0.000686653895376946,-0.0019173404669853814,0.0012553285287370934,-0.005885127497497339,0.0007835054280791793,-0.0941825068511913,-0.09418250685109711,-0.09418250685109711,-0.09418250685109711
1757382881.3675604,0.0004853828556745999,-0.00036198949619610163,-0.002000664824339158,0.0006807973391459858,-0.0019148398346745129,0.0012595526064426046,-0.005884074341281082,0.0007810084715019009,-0.09348920323916304,-0.09348920323906955,-0.09348920323906955,-0.09348920323906955
1757382883.841216,0.00048746000022952663,-0.0003614579947454391,-0.002002784998209721,0.0006790340271061382,-0.0019141076716511108,0.0012604535224347156,-0.005890390385025575,0.0007823881723785464,-0.09518558122320238,-0.09518558122310719,-0.09518558122310719,-0.09518558122310719
1757382886.48797,0.000490136955387758,-0.0003604248365872801,-0.0020038081181864265,0.0006760265173652925,-0.0019143662543478935,0.0012547450294294361,-0.005884844207385354,0.0007877511191561196,-0.09769085429256699,-0.09769085429246929,-0.09769085429246929,-0.09769085429246929
1757382888.8766644,0.0004915594154813308,-0.0003575603251976027,-0.002008141892794848,0.0006799071741653081,-0.0019128327897086565,0.0012673109789275428,-0.005877791546483011,0.0007812946536345568,-0.10088509847331212,-0.10088509847321123,-0.10088509847321123,-0.10088509847321123
1757382891.2885768,0.0004908026908813131,-0.00035760263806548743,-0.0020037847526580103,0.0006801710223598601,-0.001909485484950304,0.0012643043249766397,-0.005890716984904543,0.0007915343131153981,-0.10063362888087855,-0.10063362888077791,-0.10063362888077791,-0.10063362888077791
1757382893.8094294,0.0004896524963643287,-0.0003565847958718683,-0.0020027039311039654,0.0006804827650012819,-0.0019198262892184826,0.0012685753331365855,-0.005891204400148177,0.0007882777343231823,-0.10063951780875204,-0.1006395178086514,-0.1006395178086514,-0.1006395178086514
1757382896.2607074,0.0004949023115403129,-0.0003560092106711932,-0.002000616361588306,0.0006798002896708197,-0.0019104869623002476,0.0012689681813823335,-0.005883344698430763,0.0007914691934577937,-0.10515703429671297,-0.1051570342966078,-0.1051570342966078,-0.1051570342966078
1757382898.83908,0.0004906523326397368,-0.000351304271192983,-0.0020051691514088622,0.0006793321614215726,-0.0019124512580038222,0.0012603329909868645,-0.005877113653842226,0.0007931373482572887,-0.10510195642768395,-0.10510195642757884,-0.10510195642757884,-0.10510195642757884
1757382901.205389,0.0004929572038145121,-0.00035876328837906857,-0.002004056944799525,0.0006827508605451049,-0.001910751954111601,0.0012588501750766016,-0.005886757642108672,0.000786897575653435,-0.10156156634420355,-0.10156156634410198,-0.10156156634410198,-0.10156156634410198
1757382903.8693717,0.0004945128024421851,-0.0003596966111714689,-0.0019987892452622033,0.0006840390122674445,-0.0019114538355418259,0.001261133409376358,-0.005886865520905107,0.0007882051920761081,-0.10254129490904977,-0.10254129490894721,-0.10254129490894721,-0.10254129490894721
1757382906.424553,0.0004973119927507542,-0.0003622070415731937,-0.0020068262005464685,0.0006848262249710567,-0.0019125782930199855,0.0012681657170888025,-0.005895918550006887,0.0007906747292832507,-0.10219739317389342,-0.10219739317379122,-0.10219739317379122,-0.10219739317379122
1757382909.1342797,0.0004937844754544617,-0.000357236177104303,-0.0019939363402988667,0.0006821953532560589,-0.0019129620291060267,0.0012574015398327198,-0.005865769233106041,0.0007845305439285403,-0.10409699765659568,-0.10409699765649157,-0.10409699765649157,-0.10409699765649157
1757382913.651058,0.0004864149202787334,-0.0003540610673963397,-0.001998728389180884,0.0006820697531687442,-0.0019118051193362845,0.001268468522861514,-0.005872389698654934,0.0007926369099801409,-0.10052252676805125,-0.10052252676795072,-0.10052252676795072,-0.10052252676795072
1757382916.2879884,0.0004905676422492509,-0.0003558678335488359,-0.002007275336314492,0.0006781240516100991,-0.0019163262326160884,0.0012607732755155737,-0.005882553755062241,0.0007898485073701341,-0.10134272174421086,-0.1013427217441095,-0.1013427217441095,-0.1013427217441095
1757382919.7480843,0.0004953272675971457,-0.00035939718184998084,-0.0020115562682896547,0.000686046799461919,-0.0019130659955749834,0.0012670064519235149,-0.00588120003062891,0.0007891355914049044,-0.10254931333680252,-0.10254931333669996,-0.10254931333669996,-0.10254931333669996
1757382921.943493,0.0004948966264708865,-0.00036295323468818,-0.0020021650409554792,0.0006910527598212604,-0.0019094274482136793,0.001253049053169773,-0.0058724420381987205,0.0007954738789359715,-0.10063470061404618,-0.10063470061394554,-0.10063470061394554,-0.10063470061394554
1757382946.6962144,0.0004886030657869517,-0.0003577051837701742,-0.002004961389354107,0.0006883912292904748,-0.001909276865347194,0.0012603198859583984,-0.005867114953406624,0.0007917803050931293,-0.09942340035252993,-0.0994234003524305,-0.0994234003524305,-0.0994234003524305
1757382949.7906687,0.00048568732816899437,-0.00036261142830966214,-0.002007104178380968,0.0006856765458602609,-0.001909707968148055,0.001258198481966673,-0.0058629852489889955,0.000790267884652514,-0.09313858506023195,-0.0931385850601388,-0.0931385850601388,-0.0931385850601388
1757382953.06142,0.0004871936517645071,-0.0003659713422810552,-0.0020082611426979766,0.0006831742068810868,-0.0019129235856089263,0.0012562833842483091,-0.005877281110775613,0.0007931400477151604,-0.09148253318202346,-0.09148253318193196,-0.09148253318193196,-0.09148253318193196
1757382955.6196437,0.0004903131891063822,-0.00036314030775854155,-0.0020032380431609037,0.0006814912896041617,-0.0019124197992566132,0.0012626424656609545,-0.005881631707961063,0.000793551518880666,-0.09621576985291752,-0.09621576985282129,-0.09621576985282129,-0.09621576985282129
1757382958.3389657,0.000486629235399894,-0.0003636567278104926,-0.002004106248695166,0.0006807822815179165,-0.001905447157013792,0.0012578911727068656,-0.005881327539990188,0.0007893362622575393,-0.09292698593273278,-0.09292698593263984,-0.09292698593263984,-0.09292698593263984
1757382960.8475544,0.0004865929163006068,-0.0003661689753086661,-0.0019933817719622686,0.0006825607409178747,-0.0019152051677465405,0.0012635020312475528,-0.005873179207445603,0.0007891169817708559,-0.09186909443149706,-0.09186909443140519,-0.09186909443140519,-0.09186909443140519
1757382963.2789023,0.0004842772142815536,-0.00036701458272631564,-0.002004318510345543,0.0006792817951894967,-0.0019070299919277183,0.0012592655706401383,-0.005878159044699784,0.000792107974826442,-0.08849764712363152,-0.08849764712354302,-0.08849764712354302,-0.08849764712354302
1757382965.8252106,0.0004947421728006156,-0.0003626424898010868,-0.002008187171648875,0.0006835429935413389,-0.0019089832105414763,0.0012619086837911456,-0.005884306040416296,0.0007931325898191752,-0.09972465457703422,-0.09972465457693448,-0.09972465457693448,-0.09972465457693448
1757382968.291976,0.00048746338386875996,-0.00037212563322714737,-0.002004200810195334,0.0006806001229593317,-0.0019183109950269468,0.001264881115674791,-0.005881177841706128,0.0007949311565930982,-0.08713938564780066,-0.08713938564771351,-0.08713938564771351,-0.08713938564771351
1757382970.9041817,0.0004825649674021641,-0.00036086508191926454,-0.0020101915699847093,0.0006831580369356147,-0.0019068563567655875,0.0012640094638219264,-0.005880439268699507,0.000790688066098948,-0.09170822179224121,-0.09170822179214949,-0.09170822179214949,-0.09170822179214949
1757382973.3624523,0.0004912606359859486,-0.00036026681530695095,-0.0020095594956968128,0.0006736576955760448,-0.0019091102286905325,0.001267593101073373,-0.005887502193862933,0.0007909579057241635,-0.09805647448428621,-0.09805647448418815,-0.09805647448418815,-0.09805647448418815
